0.688 0.670
0.690 0.699
0.682 0.689
0.667 0.658
0.652 0.669
0.639 0.648
0.630 0.630
0.621 0.622
0.613 0.624
0.605 0.609
0.599 0.616
0.593 0.619
0.587 0.605
0.582 0.598
0.575 0.584
0.570 0.591
0.566 0.586
0.561 0.587
0.557 0.586
0.552 0.573
